Column fy Mpa,Beam fy Mpa,Columns 1-3 I mm4*10^6,Columns 4-6 I mm4*10^6,Columns 1-3 A mm2,Columns 4-6 A mm2,Beam I mm4*10^6,Spans,Number of floors,Floor height m,Span width m,LLRS tributary width m,Floor mass kg,Facade Load kN/m,PGA g,Magnitude,Distance to fault km,Period s,Max drift mm,Final Dead Load,Final Live Load,soil_class__B,soil_class__C
275,235,869.7,637.2,19754,17803,13.17,5,4,3.5,4,4,19741.392,2,0.3,6.6,10.27,0.789924471,25.46085993,4,12,1,0
275,275,450.7,330.9,15898,14276,1412,3,6,3,6,15,101072.664,4,0.171,6,17.28,1.039925552,17.02259599,6,12,0,1
235,235,77.63,0,7684,0,920.8,6,3,4,4,15,82962.792,2,0.171,6,17.28,1.007917404,28.73882405,3,12,0,1
235,235,330.9,276.9,14276,13347,57.9,3,5,3,6,7,54141.9912,1,0.15,6.33,18.96,1.552647504,39.09196608,10.5,14,0,1
275,235,104.5,77.63,8682,7684,482,6,4,3,7,4,42786.612,1,0.171,6,17.28,0.641356958,12.60391598,4,20,0,1
355,355,1119,0,21176,0,162.7,6,2,4,3,8,76298.0328,1,0.2,6.77,23.99,0.336601261,9.228396655,16,16,0,1
235,235,229.3,182.6,12437,11253,13.17,4,5,4,3,12,91332.4896,2,0.15,6.2,13.91,3.394098356,13.89880214,20,12,1,0
275,235,637.2,450.7,17803,15898,19.43,6,5,4,6,16,131565.7728,0,0.2,6.77,23.99,3.067750328,41.30643214,8,4,0,1
235,235,1119,0,21176,0,162.7,6,1,4,8,9,316213.0488,3,0.171,6,17.28,0.364089866,12.58174644,18,9,0,1
275,275,1119,0,21176,0,231.3,4,2,4,8,3,32336.7264,4,0.2,6.77,23.99,0.306525956,6.286887152,3,9,0,1
275,275,182.6,136.7,11253,9726,83.56,4,5,3.5,4,14,136134.0288,0,0.2,6.77,23.99,2.232645431,34.1051679,17.5,14,0,1
275,235,869.7,0,19754,0,19.43,2,2,3,4,10,21536.064,4,0.14,5.9,25.5,0.331324157,6.768982598,2,2,0,1
355,275,1412,1119,22646,21176,671.2,4,4,3.5,7,1.5,37235.3652,3,0.1,6.69,35.66,0.422564599,2.90242485,9,3,1,0
275,275,3.492,0,2124,0,38.92,2,2,3,6,17.5,77415.624,4,0.354,6.5,15.82,3.224715887,56.32427982,7,10.5,1,0
235,235,276.9,229.3,13347,12437,337.4,4,6,4,7,24,516620.808,3,0.171,6,17.28,4.381790432,27.61345913,24,20,0,1
235,235,4221,3034,32053,28583,27.72,1,5,4,5,1.5,2263.734,0,0.1,6.69,35.66,0.554990578,5.460185618,3,6,1,0
235,235,16.73,10.33,3877,3142,38.92,4,6,3.5,7,3,35975.016,0,0.123,6.19,12.9,3.404806446,14.35984181,4.5,7.5,0,1
355,275,77.63,54.1,7684,6434,337.4,4,5,3,4,1.5,7321.446,1,0.14,5.9,25.5,0.46281287,3.663944546,1.5,7.5,0,1
355,355,4221,3034,32053,28583,920.8,2,5,4,8,12,96488.0928,1,0.15,6.2,13.91,1.038262191,6.124693765,12,9,1,0
355,355,77.63,0,7684,0,920.8,3,2,3,7,20,149039.352,0,0.354,6.5,15.82,0.871774531,37.22875843,12,8,1,0
355,355,10.33,0,3142,0,482,4,2,4,3,20,35648.712,1,0.14,5.9,25.5,1.440163037,12.50533771,4,4,0,1
355,355,3.492,0,2124,0,162.7,4,3,3.5,3,10.5,86388.984,2,0.3,6.6,10.27,4.315313002,55.94616165,17.5,17.5,1,0
275,235,6.062,0,2534,0,920.8,6,3,3,6,4.5,81934.9344,0,0.354,6.5,15.82,2.194795862,53.7050085,6,6,1,0
275,275,229.3,0,12437,0,482,2,2,4,8,12,48554.0352,0,0.14,5.9,25.5,0.629174658,5.677614143,6,6,0,1
235,235,136.7,0,9726,0,671.2,3,3,4,4,2.5,18313.812,4,0.123,6.19,12.9,0.527737162,2.002715246,7.5,7.5,0,1
355,275,54.1,0,6434,0,162.7,6,1,3.5,7,20,531059.76,0,0.15,6.2,13.91,1.137782689,20.18223719,20,20,1,0
275,275,3.492,3.492,2124,2124,1412,2,4,3.5,3,4,4796.6688,0,0.283,7.28,19.74,1.861875647,36.88389147,2,8,0,1
235,235,1119,0,21176,0,920.8,5,3,4,3,12,100583.208,0,0.123,6.19,12.9,0.44967966,1.958642232,15,6,0,1
355,355,10.33,6.062,3142,2534,38.92,6,4,3,5,16,342456.048,4,0.1,6.69,35.66,5.15500092,23.34501926,24,8,1,0
275,275,136.7,0,9726,0,38.92,2,3,3,7,15,46457.532,1,0.1,6.69,35.66,1.323676512,25.41925947,3,12,1,0
355,235,1752,1412,24164,22646,482,2,5,3.5,6,7.5,25696.44,2,0.354,6.5,15.82,0.618270176,10.69311096,2.5,12.5,1,0
235,235,229.3,182.6,12437,11253,83.56,6,5,3,4,6,65782.8864,4,0.15,6.33,18.96,1.040189698,17.75957654,6,4,0,1
235,235,330.9,0,14276,0,8.693,5,2,3.5,5,1.5,10349.955,1,0.15,6.33,18.96,0.332651215,9.428444809,1.5,6,0,1
355,355,54.1,0,6434,0,19.43,3,2,3,7,9,51123.6792,2,0.15,6.2,13.91,1.086386715,13.88901897,6,3,1,0
355,355,25.1,16.73,4525,3877,57.9,3,4,4,5,10.5,82962.792,3,0.14,5.9,25.5,3.512412678,9.464451426,14,7,0,1
235,235,3.492,0,2124,0,57.9,2,1,3,6,2.5,21556.458,1,0.1,6.69,35.66,1.007098637,33.47056626,15,5,1,0
235,235,136.7,104.5,9726,8682,19.43,6,4,3.5,6,4.5,38838.3336,4,0.1,6.1,32.84,1.465182233,11.37225933,1.5,1.5,1,0
275,235,450.7,330.9,15898,14276,162.7,1,4,3,5,12.5,45886.5,0,0.2,6.77,23.99,1.163065064,32.53204137,15,12.5,0,1
355,275,104.5,0,8682,0,19.43,1,2,3,6,6,13655.8224,4,0.2,6.77,23.99,0.718633206,35.14968387,2,6,0,1
275,275,1752,1412,24164,22646,38.92,1,4,3.5,8,6,24325.9632,3,0.14,5.9,25.5,1.193715473,5.657442241,4.5,4.5,0,1
275,275,1752,1412,24164,22646,1752,1,6,3,8,20,81902.304,1,0.354,6.5,15.82,1.087966228,20.82597779,16,12,1,0
355,275,3034,2153,28583,26048,57.9,3,4,3,5,4,23636.646,1,0.171,6,17.28,0.47302683,10.70767783,12,8,0,1
355,275,869.7,637.2,19754,17803,57.9,2,4,3,5,12.5,35179.65,1,0.283,7.28,19.74,0.918455599,24.0643613,5,5,0,1
355,355,637.2,0,17803,0,27.72,6,2,4,7,5,84961.404,1,0.15,6.2,13.91,0.699786234,7.576482913,7.5,7.5,1,0
235,235,54.1,0,6434,0,231.3,3,1,3,7,24,267242.976,0,0.123,6.19,12.9,0.857925511,16.81412664,16,20,0,1
235,235,1119,0,21176,0,27.72,2,2,4,6,7.5,38544.66,0,0.1,6.69,35.66,0.59440141,13.63890994,4.5,7.5,1,0
355,235,25.1,16.73,4525,3877,83.56,6,6,4,7,8,246685.824,0,0.14,5.9,25.5,6.65685299,5.479832173,12,10,0,1
235,235,869.7,0,19754,0,671.2,6,2,4,5,2.5,29673.27,3,0.14,5.9,25.5,0.193410461,2.474444569,5,5,0,1
235,235,77.63,0,7684,0,57.9,1,2,3,3,10,16947.414,3,0.3,6.6,10.27,0.571122145,21.42862054,7.5,2.5,1,0
275,275,1119,0,21176,0,920.8,5,1,4,8,3,36219.744,0,0.354,6.5,15.82,0.11542203,1.855895727,6,12,1,0
355,235,6.062,3.492,2534,2124,671.2,6,4,3,8,2.5,32324.49,1,0.354,6.5,15.82,1.900867843,32.82390641,2.5,12.5,1,0
275,275,1119,0,21176,0,57.9,4,1,3.5,8,4.5,91695.5028,1,0.15,6.33,18.96,0.215206828,4.31580418,7.5,6,0,1
275,235,869.7,0,19754,0,337.4,1,1,3.5,7,8,39698.9604,3,0.1,6.69,35.66,0.215296934,3.735261581,20,12,1,0
275,275,77.63,0,7684,0,162.7,3,1,3,3,3,13606.8768,4,0.171,6,17.28,0.16812477,1.958151146,3,4.5,0,1
235,235,104.5,77.63,8682,7684,162.7,3,6,3,8,17.5,220194.018,3,0.1,6.1,32.84,3.619238587,11.99602469,14,10.5,1,0
235,235,229.3,0,12437,0,671.2,3,1,4,6,3,38642.5512,4,0.1,6.69,35.66,0.254385863,3.629524451,15,3,1,0
355,235,25.1,16.73,4525,3877,1412,1,6,4,4,8,25223.2992,2,0.283,7.28,19.74,3.548112029,42.80776954,24,8,0,1
275,275,10.33,0,3142,0,920.8,5,1,3.5,6,24,311294.016,0,0.2,6.77,23.99,1.934982354,66.93987843,16,4,0,1
275,275,3034,2153,28583,26048,1752,5,5,3,4,12,71786.88,4,0.15,6.33,18.96,0.344807139,4.423649195,4,20,0,1
235,235,1119,0,21176,0,231.3,4,1,3.5,8,12,272529.1008,0,0.283,7.28,19.74,0.326821873,25.6625191,24,16,0,1
355,275,77.63,0,7684,0,920.8,3,2,3,7,10,41012.334,1,0.123,6.19,12.9,0.469142412,2.915213641,2.5,7.5,0,1
275,275,104.5,77.63,8682,7684,162.7,5,6,3.5,8,24,420116.4,1,0.1,6.1,32.84,4.734633855,14.05598358,12,20,1,0
275,235,10.33,6.062,3142,2534,482,1,5,4,4,17.5,8850.996,0,0.123,6.19,12.9,2.684009381,17.60745875,3.5,3.5,0,1
235,235,77.63,0,7684,0,920.8,5,1,3.5,6,5,56899.26,0,0.1,6.1,32.84,0.32940288,8.190087816,7.5,7.5,1,0
275,275,6.062,3.492,2534,2124,117.7,3,5,3.5,7,6,54476.4528,0,0.14,5.9,25.5,5.046819009,9.186408935,6,1.5,0,1
275,235,450.7,330.9,15898,14276,482,1,6,3.5,6,4,20475.576,2,0.123,6.19,12.9,1.120553135,7.863866584,12,10,0,1
275,235,16.73,10.33,3877,3142,19.43,3,6,3,3,21,143961.246,1,0.15,6.33,18.96,6.180328238,68.05524142,21,17.5,0,1
355,355,54.1,0,6434,0,5.412,2,1,3,3,5,4527.468,0,0.283,7.28,19.74,0.193561384,9.109694211,2.5,5,0,1
355,355,637.2,450.7,17803,15898,3.178,6,6,4,3,9,77382.9936,2,0.2,6.77,23.99,4.064737337,55.99015275,6,1.5,0,1
275,275,3.492,0,2124,0,920.8,5,1,3,7,10,182322.36,4,0.283,7.28,19.74,2.018601273,70.91852699,8,4,0,1
235,235,1119,869.7,21176,19754,117.7,4,4,3.5,8,12,242770.176,0,0.283,7.28,19.74,1.851980083,35.82405968,10,10,0,1
275,275,1119,0,21176,0,83.56,1,2,3.5,3,6,4686.5412,1,0.15,6.33,18.96,0.183207079,1.709319258,2,6,0,1
275,235,1119,0,21176,0,13.17,6,2,3.5,3,2.5,42419.52,4,0.1,6.1,32.84,0.338101773,6.663195639,15,12.5,1,0
355,275,77.63,54.1,7684,6434,671.2,3,4,4,3,4,17298.1908,1,0.123,6.19,12.9,0.832221462,5.959601656,16,4,0,1
355,355,276.9,0,13347,0,38.92,3,1,3.5,5,3.5,30172.923,4,0.123,6.19,12.9,0.238934921,1.815342838,10.5,14,0,1
235,235,6.062,0,2534,0,117.7,2,3,3,4,21,46596.2112,0,0.171,6,17.28,2.570632188,34.13946142,7,10.5,0,1
355,275,36.92,25.1,5383,4525,1119,3,5,4,7,15,154301.004,2,0.15,6.2,13.91,4.123183365,17.98765235,10,5,1,0
235,235,276.9,229.3,13347,12437,1119,5,5,4,6,10.5,182628.27,3,0.15,6.2,13.91,1.573383356,12.38876002,14,17.5,1,0
355,275,136.7,0,9726,0,38.92,1,3,4,4,3,6885.0144,2,0.15,6.33,18.96,0.838867941,20.99901138,4.5,6,0,1
355,235,182.6,0,11253,0,671.2,4,1,4,6,7.5,43928.676,2,0.3,6.6,10.27,0.266308602,16.01210841,1.5,6,1,0
275,235,2153,1752,26048,24164,83.56,3,4,3,5,14,101072.664,0,0.283,7.28,19.74,0.958289649,21.33736347,14,10.5,0,1
355,355,1119,0,21176,0,27.72,5,2,3,5,16,200167.11,3,0.123,6.19,12.9,0.614121956,5.980375298,16,8,0,1
355,355,104.5,77.63,8682,7684,19.43,6,6,4,4,6,83696.976,2,0.14,5.9,25.5,3.552656373,6.308883199,8,10,0,1
235,235,25.1,16.73,4525,3877,83.56,6,6,3,7,12,320691.5712,0,0.15,6.33,18.96,5.215266577,76.90086238,12,2,0,1
275,275,77.63,54.1,7684,6434,1119,2,6,3,6,8,58343.1552,0,0.15,6.33,18.96,1.750784011,44.71024569,20,16,0,1
355,235,450.7,0,15898,0,482,6,1,3,7,17.5,258534.738,2,0.1,6.69,35.66,0.268564608,3.725403184,10.5,3.5,1,0
235,235,637.2,0,17803,0,162.7,5,3,4,6,8,180894.78,1,0.123,6.19,12.9,1.132422786,15.7576692,24,20,0,1
275,275,1119,0,21176,0,19.43,5,1,3.5,6,9,176693.616,1,0.14,5.9,25.5,0.279443205,4.180087429,9,1.5,0,1
355,355,54.1,36.92,6434,5383,482,5,6,3,4,10,55471.68,0,0.354,6.5,15.82,1.417957371,23.3169384,5,7.5,1,0
355,275,450.7,330.9,15898,14276,162.7,6,5,4,8,10,373210.2,3,0.283,7.28,19.74,3.003210651,39.60503599,15,12.5,0,1
355,275,1119,0,21176,0,8.693,6,1,4,4,9,157580.3592,1,0.3,6.6,10.27,0.297404067,13.7345558,9,6,1,0
275,275,450.7,0,15898,0,337.4,6,3,3,5,20,173145.06,3,0.123,6.19,12.9,0.62440409,4.036574078,8,8,0,1
355,355,104.5,77.63,8682,7684,117.7,3,5,4,5,21,74580.858,2,0.1,6.1,32.84,2.412860457,14.11517009,3.5,14,1,0
275,235,54.1,36.92,6434,5383,671.2,5,4,3,7,3,66382.47,0,0.283,7.28,19.74,1.046271561,21.36021989,7.5,7.5,0,1
275,275,16.73,0,3877,0,231.3,6,2,4,8,3,25255.9296,0,0.14,5.9,25.5,0.882617781,7.950200164,3,9,0,1
235,235,3034,2153,28583,26048,83.56,6,6,3,8,12,337137.2928,4,0.2,6.77,23.99,2.254359699,28.62128021,10,2,0,1
355,355,182.6,136.7,11253,9726,13.17,3,4,3.5,5,3,23860.98,0,0.354,6.5,15.82,1.601471765,34.31254137,6,7.5,1,0
355,235,1119,869.7,21176,19754,162.7,3,6,4,8,10,180690.84,1,0.14,5.9,25.5,3.104697573,7.666828049,15,12.5,0,1
355,275,869.7,637.2,19754,17803,83.56,6,5,3.5,4,6,73271.5632,3,0.14,5.9,25.5,1.060803535,3.54350331,6,1.5,0,1
235,235,77.63,0,7684,0,920.8,1,2,4,6,10.5,19896.3864,2,0.15,6.33,18.96,0.681427023,35.56022992,7,3.5,0,1
355,235,25.1,16.73,4525,3877,337.4,3,5,3.5,7,6,70689.6828,1,0.354,6.5,15.82,2.905555834,32.52682787,10,2,1,0
355,275,136.7,104.5,9726,8682,920.8,2,5,3.5,3,16,29677.3488,2,0.123,6.19,12.9,1.031454933,5.938555756,8,4,0,1
355,235,6447,5538,40005,34685,19.43,3,4,4,7,4.5,23438.8242,3,0.15,6.2,13.91,0.625129186,4.04585056,1.5,3,1,0
355,235,869.7,0,19754,0,83.56,6,2,3.5,7,8,127454.3424,0,0.14,5.9,25.5,0.535590497,7.966495343,12,12,0,1
355,235,6.062,0,2534,0,57.9,2,3,3.5,6,2,19251.936,1,0.2,6.77,23.99,2.204833587,56.77810245,12,10,0,1
355,355,637.2,0,17803,0,671.2,3,3,4,4,8,12138.5088,0,0.354,6.5,15.82,0.269115908,11.40537987,4,4,1,0
275,275,10.33,0,3142,0,162.7,3,1,3,8,21,313031.5848,1,0.3,6.6,10.27,1.944008626,97.91816593,17.5,14,1,0
355,235,182.6,0,11253,0,117.7,3,3,3,8,1.5,37443.384,4,0.1,6.69,35.66,0.720737257,15.23915463,9,7.5,1,0
355,355,869.7,637.2,19754,17803,671.2,1,5,3.5,5,8,29571.3,2,0.283,7.28,19.74,0.866393148,27.15419985,20,20,0,1
235,235,229.3,0,12437,0,920.8,5,3,3,5,8,105335.01,1,0.123,6.19,12.9,0.553241272,2.540542762,16,16,0,1
355,275,1119,0,21176,0,3.178,4,1,3,3,4.5,13753.7136,2,0.15,6.2,13.91,0.073477968,0.347476302,1.5,4.5,1,0
355,235,25.1,16.73,4525,3877,117.7,3,4,3,7,10,155483.856,4,0.171,6,17.28,3.102933369,36.29816336,15,5,0,1
235,235,3034,2153,28583,26048,57.9,2,6,3,4,3,14838.6744,1,0.354,6.5,15.82,0.754241394,14.28258519,7.5,3,1,0
275,275,869.7,637.2,19754,17803,162.7,6,5,3.5,7,14,460251.792,4,0.283,7.28,19.74,2.48050982,29.02305086,21,17.5,0,1
275,275,5538,4221,34685,32053,671.2,4,6,3.5,7,21,124656.2856,1,0.171,6,17.28,0.931561709,12.37321434,3.5,14,0,1
355,275,3034,2153,28583,26048,231.3,3,4,3,8,3.5,71154.666,3,0.123,6.19,12.9,0.650584559,3.519224971,21,17.5,0,1
235,235,3.492,0,2124,0,57.9,2,3,3,8,3,32377.5144,3,0.1,6.69,35.66,2.944726689,39.42046557,7.5,1.5,1,0
235,235,637.2,450.7,17803,15898,231.3,2,6,3,8,24,76746.7008,0,0.171,6,17.28,1.713375212,22.83593939,4,16,0,1
275,275,77.63,0,7684,0,482,6,2,3,3,9,48015.6336,3,0.171,6,17.28,0.37636418,9.566056106,6,3,0,1
355,355,136.7,104.5,9726,8682,13.17,1,5,3,6,1.5,6167.1456,2,0.1,6.69,35.66,1.611055726,24.7304249,6,4.5,1,0
235,235,10.33,0,3142,0,920.8,2,2,3.5,7,15,44499.708,4,0.2,6.77,23.99,1.713435667,69.20106721,3,3,0,1
275,275,1412,1119,22646,21176,671.2,1,5,4,6,17.5,50985,4,0.283,7.28,19.74,1.247186309,20.62242414,7,17.5,0,1
235,235,3.492,0,2124,0,920.8,4,2,3,3,4.5,46889.8848,4,0.354,6.5,15.82,1.826095393,41.15649315,9,6,1,0
275,235,276.9,0,13347,0,57.9,5,3,3,6,10,194762.7,1,0.1,6.1,32.84,1.32585146,13.07587581,10,10,1,0
235,235,36.92,0,5383,0,8.693,2,2,4,4,4.5,24464.6424,2,0.15,6.2,13.91,1.488468955,21.04582627,7.5,4.5,1,0
355,355,5538,4221,34685,32053,83.56,5,5,3.5,8,12,317167.488,0,0.2,6.77,23.99,1.901912201,32.12992432,18,6,0,1
275,275,136.7,104.5,9726,8682,162.7,4,6,3.5,8,20,430231.824,1,0.354,6.5,15.82,5.004099931,30.16219107,24,8,1,0
235,235,104.5,0,8682,0,117.7,1,1,3.5,5,9,8035.236,1,0.1,6.69,35.66,0.220720661,3.759163531,3,3,1,0
355,275,229.3,182.6,12437,11253,38.92,3,5,4,7,15,92568.366,1,0.1,6.69,35.66,3.56398402,22.62259359,5,7.5,1,0
235,235,229.3,0,12437,0,19.43,5,3,3,5,6,87490.26,0,0.3,6.6,10.27,1.19845734,35.30808546,10,6,1,0
235,235,4221,3034,32053,28583,83.56,6,4,4,8,7.5,80760.24,0,0.354,6.5,15.82,0.850010769,25.17439703,2.5,12.5,1,0
235,235,637.2,450.7,17803,15898,337.4,6,6,3,5,3.5,87041.592,4,0.3,6.6,10.27,0.861208944,22.5285158,21,10.5,1,0
355,355,276.9,229.3,13347,12437,117.7,6,4,3.5,8,2.5,79291.872,0,0.123,6.19,12.9,1.142851888,12.78041253,15,5,0,1
275,275,5538,4221,34685,32053,920.8,4,4,3.5,7,8,47265.1344,3,0.15,6.2,13.91,0.339747216,3.21762237,2,4,1,0
355,355,182.6,0,11253,0,8.693,3,3,4,7,3,10719.0864,1,0.1,6.69,35.66,1.103822523,22.29650711,3,3,1,0
235,235,1412,1119,22646,21176,1119,5,6,3,7,7.5,163304.955,2,0.354,6.5,15.82,0.863900101,17.55614029,12.5,7.5,1,0
355,235,3034,2153,28583,26048,671.2,1,5,4,6,12,26552.988,1,0.15,6.2,13.91,0.812583608,4.602063142,6,15,1,0
235,235,276.9,229.3,13347,12437,27.72,2,5,3.5,4,14,85948.4736,4,0.354,6.5,15.82,3.215675057,24.72925646,21,3.5,1,0
355,355,16.73,10.33,3877,3142,57.9,1,4,3.5,6,12,32671.188,3,0.354,6.5,15.82,3.258574666,39.46714923,8,20,1,0
275,235,229.3,182.6,12437,11253,337.4,1,6,3.5,3,8,9103.8816,0,0.3,6.6,10.27,0.916492657,21.17674782,6,6,1,0
355,275,869.7,637.2,19754,17803,117.7,2,6,4,3,10.5,19015.3656,0,0.2,6.77,23.99,1.119232488,22.40817233,7,14,0,1
355,275,637.2,0,17803,0,920.8,2,3,3.5,4,4.5,17975.2716,3,0.123,6.19,12.9,0.298919638,0.979570037,4.5,3,0,1
235,235,136.7,104.5,9726,8682,57.9,4,4,3.5,8,3,42949.764,3,0.15,6.33,18.96,1.437762606,46.49011432,3,7.5,0,1
275,235,182.6,136.7,11253,9726,1412,2,4,4,5,7.5,30998.88,1,0.2,6.77,23.99,0.885287524,30.99176606,7.5,7.5,0,1
355,355,6.062,0,2534,0,27.72,4,1,3,8,7.5,101704.878,1,0.283,7.28,19.74,1.362823029,68.54469633,4.5,6,0,1
235,235,229.3,0,12437,0,8.693,3,1,3,3,10,33079.068,2,0.14,5.9,25.5,0.241017686,3.428260808,5,10,0,1
355,355,136.7,0,9726,0,83.56,5,3,3.5,3,10,52310.61,3,0.354,6.5,15.82,0.750223817,25.09641144,5,7.5,1,0
355,235,229.3,0,12437,0,920.8,6,2,3.5,4,8,131565.7728,0,0.2,6.77,23.99,0.477320311,14.99880412,12,6,0,1
235,235,450.7,330.9,15898,14276,337.4,4,4,4,7,24,354431.4048,4,0.15,6.2,13.91,2.162545669,10.56949521,16,12,1,0
355,275,1119,0,21176,0,83.56,5,3,3.5,7,6,105865.254,1,0.354,6.5,15.82,0.827554168,30.09871082,12,9,1,0
355,235,104.5,0,8682,0,117.7,1,3,4,7,3,14390.0064,0,0.2,6.77,23.99,1.070048507,42.96138503,18,9,0,1
235,235,6447,5538,40005,34685,920.8,6,6,3,8,10,137373.984,4,0.15,6.2,13.91,0.627534322,2.31412337,5,2.5,1,0
355,355,3.492,0,2124,0,920.8,2,3,4,3,16,51914.9664,4,0.171,6,17.28,5.244156955,37.01649761,12,12,0,1
275,275,869.7,0,19754,0,8.693,5,1,3,6,4,26797.716,3,0.283,7.28,19.74,0.10327867,1.081327378,2,2,0,1
235,235,869.7,0,19754,0,27.72,6,3,3,6,10,133458.336,1,0.283,7.28,19.74,0.923722893,33.82769008,7.5,5,0,1
235,235,10.33,0,3142,0,13.17,2,2,3.5,4,16,37394.4384,2,0.3,6.6,10.27,1.993655077,77.8334214,8,4,1,0
235,235,869.7,637.2,19754,17803,57.9,5,6,3,6,17.5,206183.34,3,0.171,6,17.28,2.516239279,17.23640379,10.5,7,0,1
355,275,1119,0,21176,0,38.92,6,3,4,5,15,119304.9,3,0.15,6.33,18.96,1.056526662,31.87651366,3,15,0,1
275,275,869.7,0,19754,0,920.8,6,1,4,8,7.5,106456.68,4,0.14,5.9,25.5,0.189099657,3.909673907,2.5,12.5,0,1
355,355,36.92,25.1,5383,4525,83.56,1,5,4,8,17.5,95770.224,4,0.123,6.19,12.9,6.536158986,13.69216278,17.5,7,0,1
235,235,1119,0,21176,0,920.8,3,3,3,8,2.5,21087.396,2,0.3,6.6,10.27,0.230517466,5.572133627,5,5,1,0
275,275,2153,1752,26048,24164,38.92,4,6,3.5,7,2.5,15703.38,0,0.283,7.28,19.74,0.98832195,14.11989259,2.5,12.5,0,1
235,235,182.6,0,11253,0,83.56,4,3,3,6,3.5,61638.8256,4,0.354,6.5,15.82,0.818705318,30.06026502,17.5,10.5,1,0
275,275,4221,3034,32053,28583,83.56,2,4,3,6,12,21878.6832,1,0.15,6.2,13.91,0.46565101,4.945561315,2,2,1,0
235,235,2153,1752,26048,24164,482,5,6,4,8,9,252722.448,4,0.1,6.69,35.66,1.820318244,20.46110795,9,1.5,1,0
275,275,1412,1119,22646,21176,57.9,2,4,3,7,3,37965.4704,4,0.2,6.77,23.99,0.919703222,33.58615479,9,6,0,1
235,235,54.1,0,6434,0,920.8,1,3,3,5,12.5,24982.65,2,0.1,6.69,35.66,0.838098687,9.219385808,5,10,1,0
355,235,16.73,0,3877,0,13.17,1,2,3.5,6,10,15540.228,3,0.123,6.19,12.9,1.581536017,21.27584078,2,2,0,1
355,235,54.1,0,6434,0,57.9,5,3,3.5,4,12,185177.52,2,0.2,6.77,23.99,2.024496287,39.27818483,24,20,0,1
275,275,2153,1752,26048,24164,482,4,5,3,4,9,21674.7432,1,0.171,6,17.28,0.316119877,2.679759322,1.5,1.5,0,1
235,235,136.7,104.5,9726,8682,231.3,5,6,3.5,8,24,130358.448,1,0.354,6.5,15.82,2.292202271,26.20116621,4,4,1,0
275,235,2153,1752,26048,24164,920.8,3,4,3,6,10.5,138760.776,0,0.1,6.1,32.84,0.609491166,17.57512049,21,17.5,1,0
275,275,36.92,25.1,5383,4525,1119,4,4,3,8,17.5,383651.928,4,0.354,6.5,15.82,3.104492344,46.69096085,21,3.5,1,0
275,275,2153,1752,26048,24164,13.17,2,4,3.5,4,12.5,45580.59,3,0.14,5.9,25.5,1.247263566,6.337191117,7.5,5,0,1
355,235,3034,2153,28583,26048,27.72,6,5,3,3,3,24962.256,3,0.15,6.33,18.96,0.529378404,9.267744362,6,15,0,1
235,235,450.7,330.9,15898,14276,162.7,1,6,4,7,10.5,50379.2982,2,0.123,6.19,12.9,2.935758494,17.21051715,17.5,14,0,1
355,235,1119,0,21176,0,38.92,2,1,4,5,2,14642.892,1,0.1,6.1,32.84,0.137766827,0.650577866,12,4,1,0
275,275,77.63,54.1,7684,6434,1412,1,5,4,4,15,24391.224,4,0.283,7.28,19.74,1.749821624,26.76356575,2.5,7.5,0,1
235,235,16.73,0,3877,0,57.9,3,1,4,7,17.5,73448.991,0,0.15,6.2,13.91,1.19727897,21.4144325,3.5,14,1,0
355,355,10.33,6.062,3142,2534,671.2,4,5,4,5,5,26716.14,3,0.15,6.33,18.96,2.922141671,49.2279787,2.5,7.5,0,1
355,355,10.33,0,3142,0,57.9,4,2,3,5,21,247991.04,4,0.1,6.1,32.84,2.678728442,18.24884609,14,17.5,1,0
355,355,6447,5538,40005,34685,231.3,2,4,4,6,8,38764.9152,0,0.1,6.69,35.66,0.64234993,10.67920243,6,8,1,0
355,275,276.9,0,13347,0,162.7,3,1,3.5,8,10.5,100583.208,4,0.1,6.1,32.84,0.37781053,10.27975518,7,17.5,1,0
355,235,36.92,25.1,5383,4525,231.3,6,5,4,8,20,479993.184,2,0.14,5.9,25.5,5.972488776,6.663998828,16,12,0,1
355,275,1412,1119,22646,21176,671.2,5,6,3.5,5,24,127564.47,3,0.1,6.1,32.84,0.959331708,6.871070623,4,12,1,0
235,235,6.062,0,2534,0,38.92,5,1,3,5,24,328037.49,1,0.283,7.28,19.74,2.128712263,60.68494613,20,4,0,1
235,235,6.062,3.492,2534,2124,117.7,1,4,4,6,2,5074.0272,2,0.354,6.5,15.82,2.170267559,39.45724,4,4,1,0
275,275,276.9,0,13347,0,38.92,2,1,3,6,6,43757.3664,0,0.15,6.2,13.91,0.278599552,5.337087433,10,8,1,0
235,235,54.1,36.92,6434,5383,38.92,2,6,3.5,8,6,36921.2976,1,0.14,5.9,25.5,3.728807951,6.10058027,6,4,0,1
275,275,276.9,0,13347,0,27.72,6,3,3.5,7,12,185577.2424,1,0.354,6.5,15.82,1.832523951,39.97281993,6,4,1,0
235,235,182.6,136.7,11253,9726,482,3,6,3.5,7,14,225843.156,2,0.1,6.1,32.84,2.921669586,7.887872244,21,17.5,1,0
355,235,3.492,0,2124,0,337.4,1,2,4,4,6,15271.0272,0,0.2,6.77,23.99,2.52647603,71.6707199,12,2,0,1
355,235,276.9,0,13347,0,162.7,5,3,3,8,14,340661.376,4,0.3,6.6,10.27,1.415245078,39.80593754,17.5,7,1,0
